 Tiempo,  AverEnergy,  AverEnergy^2,  C_v
        4089 , -0.31081542968749998      ,   9.6888703107833860E-002 ,   1.7654486000538185E-003
        4090 , -0.31452636718749999      ,   9.9060982465744019E-002 ,   8.3841755986217500E-004
        4091 , -0.31367187499999999      ,   9.8541796207427979E-002 ,   9.4844400882728233E-004
        4092 , -0.31269531249999999      ,   9.7879958152770993E-002 ,   6.3499808311464484E-004
        4093 , -0.31103515625000000      ,   9.6836054325103754E-002 ,   5.8241188526150095E-004
        4094 , -0.30998535156250001      ,   9.6238571405410769E-002 ,   9.2283263802526994E-004
        4095 , -0.30991210937500002      ,   9.6209943294525146E-002 ,   1.0276734828947726E-003
        4096 , -0.31015625000000002      ,   9.6311879158020017E-002 ,   7.1862339973442421E-004
        4097 , -0.31076660156250002      ,   9.6718984842300418E-002 ,   8.9440122246738432E-004
        4098 , -0.30412597656250001      ,   9.2611104249954224E-002 ,   7.4059143662444371E-004
        4099 , -0.30720214843749999      ,   9.4481295347213751E-002 ,   6.7584589123733177E-004
        4100 , -0.30957031250000000      ,   9.5984947681426999E-002 ,   9.4480812549589330E-004
        4101 , -0.31401367187500001      ,   9.8846542835235598E-002 ,   1.5122294425963870E-003
        4102 , -0.31069335937499998      ,   9.6841442584991458E-002 ,   1.9442439079285674E-003
        4103 , -0.31008300781249998      ,   9.6379691362380976E-002 ,   1.4263726770878324E-003
        4104 , -0.30957031250000000      ,   9.5923805236816401E-002 ,   5.6266784667965281E-004
        4105 , -0.31152343750000000      ,   9.7216343879699713E-002 ,   1.0593235492706646E-003
        4106 , -0.31210937500000002      ,   9.7549760341644282E-002 ,   8.5936486721024594E-004
        4107 , -0.30761718750000000      ,   9.4763696193695068E-002 ,   8.4601342678070068E-004
        4108 , -0.31572265625000001      ,   9.9817264080047610E-002 ,   8.5292756557458008E-004
        4109 , -0.31484374999999998      ,   9.9236810207366938E-002 ,   6.8889558315285426E-004
        4110 , -0.31435546874999998      ,   9.8945093154907224E-002 ,   7.8582763671881592E-004
        4111 , -0.30930175781250002      ,   9.5796161890029902E-002 ,   8.0365315079673066E-004
        4112 , -0.31308593750000002      ,   9.8166859149932867E-002 ,   9.0034306049341373E-004
        4113 , -0.31271972656250002      ,   9.7974616289138797E-002 ,   1.1311806738375715E-003
        4114 , -0.31303710937500001      ,   9.8096573352813715E-002 ,   6.5213441848748291E-004
        4115 , -0.31335449218750000      ,   9.8331457376480108E-002 ,   8.7762251496318472E-004
        4116 , -0.31740722656249998      ,  0.10100306868553162      ,   1.5982575714589171E-003
        4117 , -0.31384277343750000      ,   9.8758083581924436E-002 ,   1.6299821436405008E-003
        4118 , -0.31374511718749998      ,   9.8651272058486936E-002 ,   1.3454593718052570E-003
        4119 , -0.31047363281250001      ,   9.6621769666671756E-002 ,   1.4243312180041955E-003
        4120 , -0.31193847656250001      ,   9.7500044107437137E-002 ,   1.2151934206485783E-003
        4121 , -0.30913085937500001      ,   9.5844602584838873E-002 ,   1.7669647932052300E-003
        4122 , -0.30810546875000000      ,   9.5194828510284421E-002 ,   1.6615539789199656E-003
        4123 , -0.30915527343749999      ,   9.5857709646224976E-002 ,   1.7545409500599116E-003
        4124 , -0.31313476562499998      ,   9.8254907131195071E-002 ,   1.2595355510712676E-003
        4125 , -0.30991210937500002      ,   9.6228742599487299E-002 ,   1.1451691389082266E-003
        4126 , -0.30871582031250000      ,   9.5496457815170285E-002 ,   1.1937506496906107E-003
        4127 , -0.31311035156250000      ,   9.8317545652389524E-002 ,   1.7465837299823588E-003
        4128 , -0.31337890624999998      ,   9.8357963562011722E-002 ,   9.4765424728405351E-004
        4129 , -0.31450195312500001      ,   9.9001681804656988E-002 ,   5.6377053260798365E-004
        4130 , -0.31723632812500002      ,  0.10079032182693481      ,   9.4646215438830283E-004
        4131 , -0.31943359375000002      ,  0.10218827724456787      ,   9.4035267829885999E-004
